項次,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
,,,,,,,,,,,,,,,,,,,,,,,,,220723_中壢SOGO_已寄茶會DM,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,220724_中壢SOGO_已寄茶會DM,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,220725_中壢SOGO_已寄茶會DM,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,220726_中壢SOGO_已寄茶會DM,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,230713-暫時-發送伊聖詩日線上版訊息,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,23年3月生日壽星_僅生日券,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,5j0 ejo4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,8/1至8/17開啟過伊日好生活線上特賣訊息,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,apply_紅利點數兌換課程,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,bind_flaps,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_2022上半年約翰森林消費金額排序,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_ESCENTS_千葉玫瑰系列,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_ESCENTS_自然療法,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_ESCENTS_髮品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_fig_低頭族舒緩霜,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_SFS_皇家歐蕾系列,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_一日安康_健康食品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_一日茶道,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_一日茶道_臉部大類,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_一日茶道_苦瓜暖薑新品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_全效防護系列,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_尤加利單方精油,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_戀戀情深系列,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_檸檬單方精油,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_瑜珈大師系列,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_美體潤膚油,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_茶樹單方精油,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_食品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_香氛機,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_全品牌_香竹,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_好生活雙11_同樂券$300,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_愛珂婕,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_珂芬堤_家事專科系列,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_珂芬堤_身體大類,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_約翰森林_美體潤膚油,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_約翰森林_自然療法,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_約翰森林_髮品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_買過晚安吾愛無憂無慮薰衣草未買過安康,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_買過白色戀人滋養霜蘭花霜未買過安康,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,buy_買過益生菌草本保健精油棒未買過安康,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_10分鐘涼感森林癒75折券,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_1-2月公版_2024年,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_202112-202205好生活消費問卷,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_202201,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_20220401_新朋友滿千折百,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_2024su06,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_2208沐浴液態皂互動,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_2210一日茶道台灣單方精油互動_toSBM,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_230811-7-11快閃購,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_231218-點數到期-查詢門市,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_3-4月公版_2024年,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_5-6月公版_2024年,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_7-11快閃購,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_7-8月公版_2024年,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_9-10月公版_2024年,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_91APP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_AJ2_聖誕香氛選品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_bind_survey_50_coupon,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_KOL_張賢,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_LINE預約週慶領茶道乳液40ml_2209LINE_coupon,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_LINE預約週慶領茶道乳液互動,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_MOMO,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_momo購物,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_PChome,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_PChome購物,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_pinkoi,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_RM_10分鐘涼夏森林癒,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_RM_分享水草吸管-2024地球日,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_sbm_探索_睡眠,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_sms_伊聖詩日240613,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_sms_伊聖詩日240617,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_sms_頭頭是道頭皮檢測,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_sms-點數到期-查詢門市,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_ziv瑜珈好朋友_伊日好生活網站,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_ziv瑜珈好朋友_分享按鈕,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_一對一客服,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_一日安康好時光念念膠囊,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_一日安康小蜜蜂活力膠囊,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_一日安康木頭人關鍵膠囊,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_一日茶事鳳梨莓果茶益生菌,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_伊日好生活,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_伊日生活,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_伊日誌文章,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_伊聖詩周年慶,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_佛手柑<中吉>,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_佛手柑<吉>,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_佛手柑<大吉>,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_信心複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_免運優惠,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_公版活動,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_冰山美人頭皮冷膠,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_出清專區,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_創造複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_包容複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_博客來,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_博客來購物,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_即期良品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_喜籤詩,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_奇蹟先生萬用液態皂(檸檬),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_嫩白潔膚膠,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_家事專科噴式液態黑皂(橄欖),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_實體活動,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_專櫃列表,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_小太陽香氛機,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_康籤詩,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_彈力晶露,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_從一日茶道沐浴液態皂互動進入好生活,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_戀戀情深修護潤髮乳,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_戀戀情深精油棒,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考內在保養商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考居家清潔商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考日日好眠商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考沐浴美體商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考私密護理商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考精油護理商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考臉部保養商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考靈活伸展商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考頭髮護理商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想參考香氛生活商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想找尋商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想看看〔一日茶道〕的商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想看看〔一日茶道〕的臉部保養商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想看看〔一日茶道〕的頭髮護理商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想看看〔約翰森林〕的商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想看看〔約翰森林〕的臉部保養商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_我想看看〔約翰森林〕的頭髮護理商品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_挪威森林複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_新莊宏匯廣場資訊,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_時代寓所抽獎說明,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_暖薑蜜香洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_暖薑蜜香頭皮精華露,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_暢快人生奇蹟精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_未綁定聯絡人,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_梔子花園護色潤髮乳,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_森林復活記頭皮調理露,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬<中吉>,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬<吉>,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬<大吉>,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬愛玉介紹文,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬愛玉嫩白凍膜霜,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬愛玉嫩白潔膚膠,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬愛玉嫩白精華乳,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬愛玉嫩白調理露,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬愛玉苦瓜綠茶,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_檸檬樹複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_洋甘菊保濕舒緩精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_洋甘菊修護洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_洞察複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_活力洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_滅火專家乳霜,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_無憂無慮洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特惠會_,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特惠會_台南,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特惠會_桃園,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特惠會_高雄,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特賣會,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特賣會_台中,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特賣會_台北,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特賣會_台南,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特賣會_新竹,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特賣會_桃園,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_特賣會_高雄,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_玫瑰花前．極致美人油,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_玫瑰花前．極致美人露,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_珂芬堤家事專科液態黑皂(薰衣草),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_理想複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_琥珀紅玉沐浴液態皂,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_瑜珈大師沐浴膠,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_皇家胭脂修護噴霧,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_皇家胭脂護手霜,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_直營通路,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_穩定複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_約翰森林廣島之戀複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_約翰森林憐香惜玉精油棒,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_約翰森林晚安吾愛精油棒,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_約翰森林羅馬假期複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click__聖誕香氛選品任選兩件66折,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_脈輪複方完整解析,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_脫胎換骨去角質粉,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_臉部,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_臺灣柳丁<中吉>,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_臺灣柳丁<吉>,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_臺灣柳丁<大吉>,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_花神咖啡館複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_苦瓜綠茶暖薑蜜香_coupon,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_苦瓜綠茶洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_苦瓜綠茶頭皮精華露,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_茶樹洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_菊花普洱修護精華乳,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_華籤詩,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_落髮相關,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_蔚藍海岸香竹,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_薄荷烏龍洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_藍色茉莉複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_蜂巢香氛機,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_蜂蜜烏龍潤色精華乳,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Click_蜜柑紅茶全效洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_蜜柑紅茶洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_蝦皮,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_蝦皮購物,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_表達複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_訊息按鈕_迎接2024一路發！68折價券,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_豆乳紅茶．桑白皮潔顏皂,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_豆豆先生乳霜,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_賦活青春露,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_迎接2024一路發！68折價券,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_門市查詢,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_開運福袋$888,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Click_雙11,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_雪人不見了頭皮調理露,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_青春之泉複方精華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_領取安康買一送一_2207LINE_coupon,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_領取茶道台灣單方精油75折_2210LINE_coupon,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_領取茶道沐浴液態皂75折_2208LINE_coupon,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_頭皮,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_頭髮護理商品_機不可失潔髮露（薰衣草）,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_頭髮護理商品_約翰森林茶樹洗髮精,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_頭髮護理商品_蜂蜜烏龍潤色精華乳,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_顧客關係230218一日安康問卷,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_香氛選品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_香氛電影院複方,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_香氛電影院複方．專屬香氛調製瓶兌換券,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_髮品,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_鳳梨冰茶私密嫩白慕斯,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,click_鳳梨冰茶香竹,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,cr_2020、2021周慶消費名單,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,cr_202112-202205好生活消費名單,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,cr_回報詐騙_2111,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,cr_點擊一日茶道新品問卷,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_2023週慶DM,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_2024約翰森林品牌期間限定店,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_2305漸強發表會,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_2309電商線上導客券,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_23年底伊聖詩會員講座,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_24年2、3月伊聖詩會員講座,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_DM,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_ziv,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_ziv瑜珈好朋友_2306,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_企業客戶,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_企業客戶備品展_2024,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_信瑞企管嘉年華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台中LaLaport,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台中三越,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台中中友,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台中廣三SOGO,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台中文心秀泰,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台中遠百,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北京站,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北信義三越A8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北南西三越,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北天母SOGO,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北天母三越,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北微風,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北忠孝SOGO,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北站前三越,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北統一,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台北美麗華,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台南南紡,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_台南西門三越,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_嘉義三越,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_宜蘭新月,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_市集,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_市集外販,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_市集_茶山繚療_2024,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_新北中和環球,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_新北新莊宏匯,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_新北板橋遠百,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_新竹SOGO,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_新竹遠百,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_桃園三越,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_桃園中壢SOGO,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_桃園台茂,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_桃園大江,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_桃園遠百,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_特賣會,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_特賣會_台中,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_特賣會_台北,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_特賣會_台南,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_特賣會_新竹,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_特賣會_板橋,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_特賣會_桃園,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_特賣會_高雄,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_講座活動,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_雙月刊,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_高雄左營三越,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_高雄漢神,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_高雄漢神巨蛋,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_高雄統一,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_of_高雄遠百,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_2303飛利浦限定約翰森林優惠券,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_ag_FB_IG,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_EDM,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_FB,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_FB_一植在身邊_220926,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_fig_website,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_IG,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_LINE購物導流,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_mgm_by_game,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_podcast,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_podcast單複方六折券,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_sms,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_SMS點數到期通知,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_surveycake,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_surveycake_專櫃問卷,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_surveycake_電商問卷,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_web_91APP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_web_ab,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,de_on_YIRICLASS,,,,,,
